hour,minu,location,count
040615,44,16,0
040615,44,17,0
040615,44,18,0
040615,44,19,0
040615,45,1,1
040615,45,2,2
040615,45,3,3
040615,45,4,2
040615,45,5,0
040615,45,6,3
040615,45,7,0
040615,45,8,4
040615,45,9,1
040615,45,10,0
040615,45,11,1
040615,45,12,1
040615,45,13,0
040615,45,14,1
040615,45,15,2
040615,45,16,0
040615,45,17,0
040615,45,18,0
040615,45,19,2
040615,46,1,0
040615,46,2,0
040615,46,3,0
040615,46,4,0
040615,46,5,0
040615,46,6,0
040615,46,7,0
040615,46,8,0
040615,46,9,0
040615,46,10,0
040615,46,11,0
040615,46,12,0
040615,46,13,0
040615,46,14,0
040615,46,15,0
040615,46,16,0
040615,46,17,0
040615,46,18,0
040615,46,19,0
040615,47,1,0
040615,47,2,0
040615,47,3,0
040615,47,4,0
040615,47,5,0
040615,47,6,0
040615,47,7,0
040615,47,8,0
040615,47,9,0
040615,47,10,0
040615,47,11,0
040615,47,12,0
040615,47,13,0
040615,47,14,0
040615,47,15,0
040615,47,16,0
040615,47,17,0
040615,47,18,0
040615,47,19,0
040615,48,1,0
040615,48,2,0
040615,48,3,0
040615,48,4,0
040615,48,5,0
040615,48,6,0
040615,48,7,0
040615,48,8,0
040615,48,9,0
040615,48,10,0
040615,48,11,0
040615,48,12,0
040615,48,13,0
040615,48,14,0
040615,48,15,0
040615,48,16,0
040615,48,17,0
040615,48,18,0
040615,48,19,0
040615,49,1,0
040615,49,2,0
040615,49,3,0
040615,49,4,0
040615,49,5,0
040615,49,6,0
040615,49,7,0
040615,49,8,0
040615,49,9,0
040615,49,10,0
040615,49,11,0
040615,49,12,0
040615,49,13,0
040615,49,14,0
040615,49,15,0
040615,49,16,0
040615,49,17,0
040615,49,18,0
040615,49,19,0
040615,50,1,2
040615,50,2,0
040615,50,3,3
040615,50,4,2
040615,50,5,1
040615,50,6,1
040615,50,7,0
040615,50,8,2
040615,50,9,1
040615,50,10,2
040615,50,11,0
040615,50,12,1
040615,50,13,1
040615,50,14,2
040615,50,15,2
040615,50,16,1
040615,50,17,0
040615,50,18,3
040615,50,19,1
040615,51,1,0
040615,51,2,0
040615,51,3,0
040615,51,4,0
040615,51,5,0
040615,51,6,0
040615,51,7,0
040615,51,8,0
040615,51,9,0
040615,51,10,0
040615,51,11,0
040615,51,12,0
040615,51,13,0
040615,51,14,0
040615,51,15,0
040615,51,16,0
040615,51,17,0
040615,51,18,0
040615,51,19,0
040615,52,1,0
040615,52,2,0
040615,52,3,0
040615,52,4,0
040615,52,5,0
040615,52,6,0
040615,52,7,0
040615,52,8,0
040615,52,9,0
040615,52,10,0
040615,52,11,0
040615,52,12,0
040615,52,13,0
040615,52,14,0
040615,52,15,0
040615,52,16,0
040615,52,17,0
040615,52,18,0
040615,52,19,0
040615,53,1,0
040615,53,2,0
040615,53,3,0
040615,53,4,0
040615,53,5,0
040615,53,6,0
040615,53,7,0
040615,53,8,0
040615,53,9,0
040615,53,10,0
040615,53,11,0
040615,53,12,0
040615,53,13,0
040615,53,14,0
040615,53,15,0
040615,53,16,0
040615,53,17,0
040615,53,18,0
040615,53,19,0
040615,54,1,0
040615,54,2,0
040615,54,3,0
040615,54,4,0
040615,54,5,0
040615,54,6,0
040615,54,7,0
040615,54,8,0
040615,54,9,0
040615,54,10,0
040615,54,11,0
040615,54,12,0
040615,54,13,0
040615,54,14,0
040615,54,15,0
040615,54,16,0
040615,54,17,0
040615,54,18,0
040615,54,19,0
040615,55,1,1
040615,55,2,1
040615,55,3,1
040615,55,4,3
040615,55,5,0
040615,55,6,1
040615,55,7,0
040615,55,8,3
040615,55,9,2
040615,55,10,0
040615,55,11,1
040615,55,12,0
040615,55,13,0
040615,55,14,0
040615,55,15,1
040615,55,16,0
040615,55,17,0
040615,55,18,0
040615,55,19,1
040615,56,1,0
040615,56,2,0
040615,56,3,0
040615,56,4,0
040615,56,5,0
040615,56,6,0
040615,56,7,0
040615,56,8,0
040615,56,9,0
040615,56,10,0
040615,56,11,0
040615,56,12,0
040615,56,13,0
040615,56,14,0
040615,56,15,0
040615,56,16,0
040615,56,17,0
040615,56,18,0
040615,56,19,0
040615,57,1,0
040615,57,2,0
040615,57,3,0
040615,57,4,0
040615,57,5,0
040615,57,6,0
040615,57,7,0
040615,57,8,0
040615,57,9,0
040615,57,10,0
040615,57,11,0
040615,57,12,0
040615,57,13,0
040615,57,14,0
040615,57,15,0
040615,57,16,0
040615,57,17,0
040615,57,18,0
040615,57,19,0
040615,58,1,0
040615,58,2,0
040615,58,3,0
040615,58,4,0
040615,58,5,0
040615,58,6,0
040615,58,7,0
040615,58,8,0
040615,58,9,0
040615,58,10,0
040615,58,11,0
040615,58,12,0
040615,58,13,0
040615,58,14,0
040615,58,15,0
040615,58,16,0
040615,58,17,0
040615,58,18,0
040615,58,19,0
040615,59,1,0
040615,59,2,0
040615,59,3,0
040615,59,4,0
040615,59,5,0
040615,59,6,0
040615,59,7,0
040615,59,8,0
040615,59,9,0
040615,59,10,0
040615,59,11,0
040615,59,12,0
040615,59,13,0
040615,59,14,0
040615,59,15,0
040615,59,16,0
040615,59,17,0
040615,59,18,0
040615,59,19,0
040616,00,1,2
040616,00,2,6
040616,00,3,11
040616,00,4,1
040616,00,5,10
040616,00,6,8
040616,00,7,0
040616,00,8,11
040616,00,9,12
040616,00,10,4
040616,00,11,1
040616,00,12,2
040616,00,13,2
040616,00,14,4
040616,00,15,4
040616,00,16,2
040616,00,17,0
040616,00,18,2
040616,00,19,3
040616,01,1,0
040616,01,2,0
040616,01,3,0
040616,01,4,0
040616,01,5,0
040616,01,6,0
040616,01,7,0
040616,01,8,0
040616,01,9,0
040616,01,10,0
040616,01,11,0
040616,01,12,0
040616,01,13,0
040616,01,14,0
040616,01,15,0
040616,01,16,0
040616,01,17,0
040616,01,18,0
040616,01,19,0
040616,02,1,0
040616,02,2,0
040616,02,3,0
040616,02,4,0
040616,02,5,0
040616,02,6,0
040616,02,7,0
040616,02,8,0
040616,02,9,0
040616,02,10,0
040616,02,11,0
040616,02,12,0
040616,02,13,0
040616,02,14,0
040616,02,15,0
040616,02,16,0
040616,02,17,0
040616,02,18,0
040616,02,19,0
040616,03,1,0
040616,03,2,0
040616,03,3,0
040616,03,4,0
040616,03,5,0
040616,03,6,0
040616,03,7,0
040616,03,8,0
040616,03,9,0
040616,03,10,0
040616,03,11,0
040616,03,12,0
040616,03,13,0
040616,03,14,0
040616,03,15,0
040616,03,16,0
040616,03,17,0
040616,03,18,0
040616,03,19,0
040616,04,1,0
040616,04,2,0
040616,04,3,0
040616,04,4,0
040616,04,5,0
040616,04,6,0
040616,04,7,0
040616,04,8,0
040616,04,9,0
040616,04,10,0
040616,04,11,0
040616,04,12,0
040616,04,13,0
040616,04,14,0
040616,04,15,0
040616,04,16,0
040616,04,17,0
040616,04,18,0
040616,04,19,0
040616,05,1,1
040616,05,2,9
040616,05,3,21
040616,05,4,3
040616,05,5,6
040616,05,6,10
040616,05,7,0
040616,05,8,23
040616,05,9,18
040616,05,10,7
040616,05,11,2
040616,05,12,1
040616,05,13,4
040616,05,14,5
040616,05,15,8
040616,05,16,3
040616,05,17,1
040616,05,18,8
040616,05,19,5
040616,06,1,0
040616,06,2,0
040616,06,3,0
040616,06,4,0
040616,06,5,0
040616,06,6,0
040616,06,7,0
040616,06,8,0
040616,06,9,0
040616,06,10,0
040616,06,11,0
040616,06,12,0
040616,06,13,0
040616,06,14,0
040616,06,15,0
040616,06,16,0
040616,06,17,0
040616,06,18,0
040616,06,19,0
040616,07,1,0
040616,07,2,0
040616,07,3,0
040616,07,4,0
040616,07,5,0
040616,07,6,0
040616,07,7,0
040616,07,8,0
040616,07,9,0
040616,07,10,0
040616,07,11,0
040616,07,12,0
040616,07,13,0
040616,07,14,0
040616,07,15,0
040616,07,16,0
040616,07,17,0
040616,07,18,0
040616,07,19,0
040616,08,1,0
040616,08,2,0
040616,08,3,0
040616,08,4,0
040616,08,5,0
040616,08,6,0
040616,08,7,0
040616,08,8,0
040616,08,9,0
040616,08,10,0
040616,08,11,0
040616,08,12,0
040616,08,13,0
040616,08,14,0
040616,08,15,0
040616,08,16,0
040616,08,17,0
040616,08,18,0
040616,08,19,0
040616,09,1,0
040616,09,2,0
040616,09,3,0
040616,09,4,0
040616,09,5,0
040616,09,6,0
040616,09,7,0
040616,09,8,0
040616,09,9,0
040616,09,10,0
040616,09,11,0
040616,09,12,0
040616,09,13,0
040616,09,14,0
040616,09,15,0
040616,09,16,0
040616,09,17,0
040616,09,18,0
040616,09,19,0
040616,10,1,1
040616,10,2,8
040616,10,3,21
040616,10,4,4
040616,10,5,3
040616,10,6,10
040616,10,7,0
040616,10,8,13
040616,10,9,25
040616,10,10,13
040616,10,11,7
040616,10,12,2
040616,10,13,3
040616,10,14,5
040616,10,15,15
040616,10,16,5
040616,10,17,2
040616,10,18,7
040616,10,19,7
040616,11,1,0
040616,11,2,0
040616,11,3,0
040616,11,4,0
040616,11,5,0
040616,11,6,0
040616,11,7,0
040616,11,8,0
040616,11,9,0
040616,11,10,0
040616,11,11,0
040616,11,12,0
040616,11,13,0
040616,11,14,0
040616,11,15,0
040616,11,16,0
040616,11,17,0
040616,11,18,0
040616,11,19,0
040616,12,1,0
040616,12,2,0
040616,12,3,0
040616,12,4,0
040616,12,5,0
040616,12,6,0
040616,12,7,0
040616,12,8,0
040616,12,9,0
040616,12,10,0
040616,12,11,0
040616,12,12,0
040616,12,13,0
040616,12,14,0
040616,12,15,0
040616,12,16,0
040616,12,17,0
040616,12,18,0
040616,12,19,0
040616,13,1,0
040616,13,2,0
040616,13,3,0
040616,13,4,0
040616,13,5,0
040616,13,6,0
040616,13,7,0
040616,13,8,0
040616,13,9,0
040616,13,10,0
040616,13,11,0
040616,13,12,0
040616,13,13,0
040616,13,14,0
040616,13,15,0
040616,13,16,0
040616,13,17,0
040616,13,18,0
040616,13,19,0
040616,14,1,0
040616,14,2,0
040616,14,3,0
040616,14,4,0
040616,14,5,0
040616,14,6,0
040616,14,7,0
040616,14,8,0
040616,14,9,0
040616,14,10,0
040616,14,11,0
040616,14,12,0
040616,14,13,0
040616,14,14,0
040616,14,15,0
040616,14,16,0
040616,14,17,0
040616,14,18,0
040616,14,19,0
040616,15,1,3
040616,15,2,9
040616,15,3,23
040616,15,4,2
040616,15,5,7
040616,15,6,7
040616,15,7,0
040616,15,8,18
040616,15,9,22
040616,15,10,5
040616,15,11,2
040616,15,12,2
040616,15,13,5
040616,15,14,4
040616,15,15,8
040616,15,16,4
040616,15,17,1
040616,15,18,4
040616,15,19,9
040616,16,1,0
040616,16,2,0
040616,16,3,0
040616,16,4,0
040616,16,5,0
040616,16,6,0
040616,16,7,0
040616,16,8,0
040616,16,9,0
040616,16,10,0
040616,16,11,0
040616,16,12,0
040616,16,13,0
040616,16,14,0
040616,16,15,0
040616,16,16,0
040616,16,17,0
040616,16,18,0
040616,16,19,0
040616,17,1,0
040616,17,2,0
040616,17,3,0
040616,17,4,0
040616,17,5,0
040616,17,6,0
040616,17,7,0
040616,17,8,0
040616,17,9,0
040616,17,10,0
040616,17,11,0
040616,17,12,0
040616,17,13,0
040616,17,14,0
040616,17,15,0
040616,17,16,0
040616,17,17,0
040616,17,18,0
040616,17,19,0
040616,18,1,0
040616,18,2,0
040616,18,3,0
040616,18,4,0
040616,18,5,0
040616,18,6,0
040616,18,7,0
040616,18,8,0
040616,18,9,0
040616,18,10,0
040616,18,11,0
040616,18,12,0
040616,18,13,0
040616,18,14,0
040616,18,15,0
040616,18,16,0
040616,18,17,0
040616,18,18,0
040616,18,19,0
040616,19,1,0
040616,19,2,0
040616,19,3,0
040616,19,4,0
040616,19,5,0
040616,19,6,0
040616,19,7,0
040616,19,8,0
040616,19,9,0
040616,19,10,0
040616,19,11,0
040616,19,12,0
040616,19,13,0
040616,19,14,0
040616,19,15,0
040616,19,16,0
040616,19,17,0
040616,19,18,0
040616,19,19,0
040616,20,1,1
040616,20,2,11
040616,20,3,16
040616,20,4,2
040616,20,5,3
040616,20,6,13
040616,20,7,0
040616,20,8,18
040616,20,9,20
040616,20,10,8
040616,20,11,1
040616,20,12,2
040616,20,13,3
040616,20,14,7
040616,20,15,11
040616,20,16,5
040616,20,17,2
040616,20,18,9
040616,20,19,7
040616,21,1,0
040616,21,2,0
040616,21,3,0
040616,21,4,0
040616,21,5,0
040616,21,6,0
040616,21,7,0
040616,21,8,0
040616,21,9,0
040616,21,10,0
040616,21,11,0
040616,21,12,0
040616,21,13,0
040616,21,14,0
040616,21,15,0
040616,21,16,0
040616,21,17,0
040616,21,18,0
040616,21,19,0
040616,22,1,0
040616,22,2,0
040616,22,3,0
040616,22,4,0
040616,22,5,0
040616,22,6,0
040616,22,7,0
040616,22,8,0
040616,22,9,0
040616,22,10,0
040616,22,11,0
040616,22,12,0
040616,22,13,0
040616,22,14,0
040616,22,15,0
040616,22,16,0
040616,22,17,0
040616,22,18,0
040616,22,19,0
040616,23,1,0
040616,23,2,0
040616,23,3,0
040616,23,4,0
040616,23,5,0
040616,23,6,0
040616,23,7,0
040616,23,8,0
040616,23,9,0
040616,23,10,0
040616,23,11,0
040616,23,12,0
040616,23,13,0
040616,23,14,0
040616,23,15,0
040616,23,16,0
040616,23,17,0
040616,23,18,0
040616,23,19,0
040616,24,1,0
040616,24,2,0
040616,24,3,0
040616,24,4,0
040616,24,5,0
040616,24,6,0
040616,24,7,0
040616,24,8,0
040616,24,9,0
040616,24,10,0
040616,24,11,0
040616,24,12,0
040616,24,13,0
040616,24,14,0
040616,24,15,0
040616,24,16,0
040616,24,17,0
040616,24,18,0
040616,24,19,0
040616,25,1,2
040616,25,2,6
040616,25,3,10
040616,25,4,5
040616,25,5,6
040616,25,6,7
040616,25,7,0
040616,25,8,18
040616,25,9,19
040616,25,10,9
040616,25,11,6
040616,25,12,3
040616,25,13,5
040616,25,14,7
040616,25,15,4
040616,25,16,1
040616,25,17,1
040616,25,18,4
040616,25,19,8
040616,26,1,0
040616,26,2,0
040616,26,3,0
040616,26,4,0
040616,26,5,0
040616,26,6,0
040616,26,7,0
040616,26,8,0
040616,26,9,0
040616,26,10,0
040616,26,11,0
040616,26,12,0
040616,26,13,0
040616,26,14,0
040616,26,15,0
040616,26,16,0
040616,26,17,0
040616,26,18,0
040616,26,19,0
040616,27,1,0
040616,27,2,0
040616,27,3,0
040616,27,4,0
040616,27,5,0
040616,27,6,0
040616,27,7,0
040616,27,8,0
040616,27,9,0
040616,27,10,0
040616,27,11,0
040616,27,12,0
040616,27,13,0
040616,27,14,0
040616,27,15,0
040616,27,16,0
040616,27,17,0
040616,27,18,0
040616,27,19,0
040616,28,1,0
040616,28,2,0
040616,28,3,0
040616,28,4,0
040616,28,5,0
040616,28,6,0
040616,28,7,0
040616,28,8,0
040616,28,9,0
040616,28,10,0
040616,28,11,0
040616,28,12,0
040616,28,13,0
040616,28,14,0
040616,28,15,0
040616,28,16,0
040616,28,17,0
040616,28,18,0
040616,28,19,0
040616,29,1,0
040616,29,2,0
040616,29,3,0
040616,29,4,0
040616,29,5,0
040616,29,6,0
040616,29,7,0
040616,29,8,0
040616,29,9,0
040616,29,10,0
040616,29,11,0
040616,29,12,0
040616,29,13,0
040616,29,14,0
040616,29,15,0
040616,29,16,0
040616,29,17,0
040616,29,18,0
040616,29,19,0
040616,30,1,1
040616,30,2,10
040616,30,3,18
040616,30,4,4
040616,30,5,4
040616,30,6,11
040616,30,7,1
040616,30,8,18
040616,30,9,16
040616,30,10,5
040616,30,11,3
040616,30,12,1
040616,30,13,4
040616,30,14,4
040616,30,15,2
040616,30,16,1
040616,30,17,1
040616,30,18,1
040616,30,19,7
040616,31,1,0
040616,31,2,0
040616,31,3,0
040616,31,4,0
040616,31,5,0
040616,31,6,0
040616,31,7,0
040616,31,8,0
040616,31,9,0
040616,31,10,0
040616,31,11,0
040616,31,12,0
040616,31,13,0
040616,31,14,0
040616,31,15,0
040616,31,16,0
040616,31,17,0
040616,31,18,0
040616,31,19,0
040616,32,1,0
040616,32,2,0
040616,32,3,0
040616,32,4,0
040616,32,5,0
040616,32,6,0
040616,32,7,0
040616,32,8,0
040616,32,9,0
040616,32,10,0
040616,32,11,0
040616,32,12,0
040616,32,13,0
040616,32,14,0
040616,32,15,0
040616,32,16,0
040616,32,17,0
040616,32,18,0
040616,32,19,0
040616,33,1,0
040616,33,2,0
040616,33,3,0
040616,33,4,0
040616,33,5,0
040616,33,6,0
040616,33,7,0
040616,33,8,0
040616,33,9,0
040616,33,10,0
040616,33,11,0
040616,33,12,0
040616,33,13,0
040616,33,14,0
040616,33,15,0
040616,33,16,0
040616,33,17,0
040616,33,18,0
040616,33,19,0
040616,34,1,0
040616,34,2,0
040616,34,3,0
040616,34,4,0
040616,34,5,0
040616,34,6,0
040616,34,7,0
040616,34,8,0
040616,34,9,0
040616,34,10,0
040616,34,11,0
040616,34,12,0
040616,34,13,0
040616,34,14,0
040616,34,15,0
040616,34,16,0
040616,34,17,0
040616,34,18,0
040616,34,19,0
040616,35,1,1
040616,35,2,7
040616,35,3,10
040616,35,4,4
040616,35,5,2
040616,35,6,14
040616,35,7,0
040616,35,8,19
040616,35,9,16
040616,35,10,0
040616,35,11,0
040616,35,12,1
040616,35,13,5
040616,35,14,2
040616,35,15,10
040616,35,16,3
040616,35,17,0
040616,35,18,6
040616,35,19,9
040616,36,1,0
040616,36,2,0
040616,36,3,0
040616,36,4,0
040616,36,5,0
040616,36,6,0
040616,36,7,0
040616,36,8,0
040616,36,9,0
040616,36,10,0
040616,36,11,0
040616,36,12,0
040616,36,13,0
040616,36,14,0
040616,36,15,0
040616,36,16,0
040616,36,17,0
040616,36,18,0
040616,36,19,0
040616,37,1,0
040616,37,2,0
040616,37,3,0
040616,37,4,0
040616,37,5,0
040616,37,6,0
040616,37,7,0
040616,37,8,0
040616,37,9,0
040616,37,10,0
040616,37,11,0
040616,37,12,0
040616,37,13,0
040616,37,14,0
040616,37,15,0
040616,37,16,0
040616,37,17,0
040616,37,18,0
040616,37,19,0
040616,38,1,0
040616,38,2,0
040616,38,3,0
040616,38,4,0
040616,38,5,0
040616,38,6,0
040616,38,7,0
040616,38,8,0
040616,38,9,0
040616,38,10,0
040616,38,11,0
040616,38,12,0
040616,38,13,0
040616,38,14,0
040616,38,15,0
040616,38,16,0
040616,38,17,0
040616,38,18,0
040616,38,19,0
040616,39,1,0
040616,39,2,0
040616,39,3,0
040616,39,4,0
040616,39,5,0
040616,39,6,0
040616,39,7,0
040616,39,8,0
040616,39,9,0
040616,39,10,0
040616,39,11,0
040616,39,12,0
040616,39,13,0
040616,39,14,0
040616,39,15,0
040616,39,16,0
040616,39,17,0
040616,39,18,0
040616,39,19,0
040616,40,1,3
040616,40,2,5
040616,40,3,15
040616,40,4,0
040616,40,5,2
040616,40,6,10
040616,40,7,0
040616,40,8,20
040616,40,9,12
040616,40,10,3
040616,40,11,1
040616,40,12,1
040616,40,13,2
040616,40,14,4
040616,40,15,10
040616,40,16,3
040616,40,17,0
040616,40,18,1
040616,40,19,4
040616,41,1,0
040616,41,2,0
040616,41,3,0
040616,41,4,0
040616,41,5,0
040616,41,6,0
040616,41,7,0
040616,41,8,0
040616,41,9,0
040616,41,10,0
040616,41,11,0
040616,41,12,0
040616,41,13,0
040616,41,14,0
040616,41,15,0
040616,41,16,0
040616,41,17,0
040616,41,18,0
040616,41,19,0
040616,42,1,0
040616,42,2,0
040616,42,3,0
040616,42,4,0
040616,42,5,0
040616,42,6,0
040616,42,7,0
040616,42,8,0
040616,42,9,0
040616,42,10,0
040616,42,11,0
040616,42,12,0
040616,42,13,0
040616,42,14,0
040616,42,15,0
040616,42,16,0
040616,42,17,0
040616,42,18,0
040616,42,19,0
040616,43,1,0
040616,43,2,0
040616,43,3,0
040616,43,4,0
040616,43,5,0
040616,43,6,0
040616,43,7,0
040616,43,8,0
040616,43,9,0
040616,43,10,0
040616,43,11,0
040616,43,12,0
040616,43,13,0
040616,43,14,0
040616,43,15,0
040616,43,16,0
040616,43,17,0
040616,43,18,0
040616,43,19,0
040616,44,1,0
040616,44,2,0
040616,44,3,0
040616,44,4,0
040616,44,5,0
040616,44,6,0
040616,44,7,0
040616,44,8,0
040616,44,9,0
040616,44,10,0
040616,44,11,0
040616,44,12,0
040616,44,13,0
040616,44,14,0
040616,44,15,0
040616,44,16,0
040616,44,17,0
040616,44,18,0
040616,44,19,0
040616,45,1,0
040616,45,2,9
040616,45,3,12
040616,45,4,3
040616,45,5,3
040616,45,6,7
040616,45,7,0
040616,45,8,15
040616,45,9,5
040616,45,10,6
040616,45,11,3
040616,45,12,1
040616,45,13,5
040616,45,14,4
040616,45,15,10
040616,45,16,1
040616,45,17,0
040616,45,18,5
040616,45,19,7
040616,46,1,0
040616,46,2,0
040616,46,3,0
040616,46,4,0
040616,46,5,0
040616,46,6,0
040616,46,7,0
040616,46,8,0
040616,46,9,0
040616,46,10,0
040616,46,11,0
040616,46,12,0
040616,46,13,0
040616,46,14,0
040616,46,15,0
040616,46,16,0
040616,46,17,0
040616,46,18,0
040616,46,19,0
040616,47,1,0
040616,47,2,0
040616,47,3,0
040616,47,4,0
040616,47,5,0
040616,47,6,0
040616,47,7,0
040616,47,8,0
040616,47,9,0
040616,47,10,0
040616,47,11,0
040616,47,12,0
040616,47,13,0
040616,47,14,0
040616,47,15,0
040616,47,16,0
040616,47,17,0
040616,47,18,0
040616,47,19,0
040616,48,1,0
040616,48,2,0
040616,48,3,0
040616,48,4,0
040616,48,5,0
040616,48,6,0
040616,48,7,0
040616,48,8,0
040616,48,9,0
040616,48,10,0
040616,48,11,0
040616,48,12,0
040616,48,13,0
040616,48,14,0
040616,48,15,0
040616,48,16,0
040616,48,17,0
040616,48,18,0
040616,48,19,0
040616,49,1,0
040616,49,2,0
040616,49,3,0
040616,49,4,0
040616,49,5,0
040616,49,6,0
040616,49,7,0
040616,49,8,0
040616,49,9,0
040616,49,10,0
040616,49,11,0
040616,49,12,0
040616,49,13,0
040616,49,14,0
040616,49,15,0
040616,49,16,0
040616,49,17,0
040616,49,18,0
040616,49,19,0
040616,50,1,1
040616,50,2,8
040616,50,3,9
040616,50,4,0
040616,50,5,1
040616,50,6,10
040616,50,7,0
040616,50,8,12
040616,50,9,14
040616,50,10,4
040616,50,11,3
040616,50,12,0
040616,50,13,5
040616,50,14,2
040616,50,15,8
040616,50,16,1
040616,50,17,0
040616,50,18,5
040616,50,19,3
040616,51,1,0
040616,51,2,0
040616,51,3,0
040616,51,4,0
040616,51,5,0
040616,51,6,0
040616,51,7,0
040616,51,8,0
040616,51,9,0
040616,51,10,0
040616,51,11,0
040616,51,12,0
040616,51,13,0
040616,51,14,0
040616,51,15,0
040616,51,16,0
040616,51,17,0
040616,51,18,0
040616,51,19,0
040616,52,1,0
040616,52,2,0
040616,52,3,0
040616,52,4,0
040616,52,5,0
040616,52,6,0
040616,52,7,0
040616,52,8,0
040616,52,9,0
040616,52,10,0
040616,52,11,0
040616,52,12,0
040616,52,13,0
040616,52,14,0
040616,52,15,0
040616,52,16,0
040616,52,17,0
040616,52,18,0
040616,52,19,0
040616,53,1,0
040616,53,2,0
040616,53,3,0
040616,53,4,0
040616,53,5,0
040616,53,6,0
040616,53,7,0
040616,53,8,0
040616,53,9,0
040616,53,10,0
040616,53,11,0
040616,53,12,0
040616,53,13,0
040616,53,14,0
040616,53,15,0
040616,53,16,0
040616,53,17,0
040616,53,18,0
040616,53,19,0
040616,54,1,0
040616,54,2,0
040616,54,3,0
040616,54,4,0
040616,54,5,0
040616,54,6,0
040616,54,7,0
040616,54,8,0
040616,54,9,0
040616,54,10,0
040616,54,11,0
040616,54,12,0
040616,54,13,0
040616,54,14,0
040616,54,15,0
040616,54,16,0
040616,54,17,0
040616,54,18,0
040616,54,19,0
040616,55,1,1
040616,55,2,5
040616,55,3,13
040616,55,4,1
040616,55,5,3
040616,55,6,2
040616,55,7,0
040616,55,8,11
040616,55,9,9
040616,55,10,6
040616,55,11,2
040616,55,12,0
040616,55,13,1
040616,55,14,4
040616,55,15,7
040616,55,16,5
040616,55,17,0
040616,55,18,0
040616,55,19,3
040616,56,1,0
040616,56,2,0
040616,56,3,0
040616,56,4,0
040616,56,5,0
040616,56,6,0
040616,56,7,0
040616,56,8,0
040616,56,9,0
040616,56,10,0
040616,56,11,0
040616,56,12,0
040616,56,13,0
040616,56,14,0
040616,56,15,0
040616,56,16,0
040616,56,17,0
040616,56,18,0
040616,56,19,0
040616,57,1,0
040616,57,2,0
040616,57,3,0
040616,57,4,0
040616,57,5,0
040616,57,6,0
040616,57,7,0
040616,57,8,0
040616,57,9,0
040616,57,10,0
040616,57,11,0
040616,57,12,0
040616,57,13,0
040616,57,14,0
040616,57,15,0
040616,57,16,0
040616,57,17,0
040616,57,18,0
040616,57,19,0
040616,58,1,0
040616,58,2,0
040616,58,3,0
040616,58,4,0
040616,58,5,0
040616,58,6,0
040616,58,7,0
040616,58,8,0
040616,58,9,0
040616,58,10,0
040616,58,11,0
040616,58,12,0
040616,58,13,0
040616,58,14,0
040616,58,15,0
040616,58,16,0
040616,58,17,0
040616,58,18,0
040616,58,19,0
040616,59,1,0
040616,59,2,0
040616,59,3,0
040616,59,4,0
040616,59,5,0
040616,59,6,0
040616,59,7,0
040616,59,8,0
040616,59,9,0
040616,59,10,0
040616,59,11,0
040616,59,12,0
040616,59,13,0
040616,59,14,0
040616,59,15,0
040616,59,16,0
040616,59,17,0
040616,59,18,0
040616,59,19,0
040617,00,1,0
040617,00,2,11
040617,00,3,10
040617,00,4,1
040617,00,5,4
040617,00,6,6
040617,00,7,0
040617,00,8,11
040617,00,9,10
040617,00,10,6
040617,00,11,1
040617,00,12,0
040617,00,13,1
040617,00,14,5
040617,00,15,6
040617,00,16,5
040617,00,17,0
040617,00,18,2
040617,00,19,8
040617,01,1,0
040617,01,2,0
040617,01,3,0
040617,01,4,0
040617,01,5,0
040617,01,6,0
040617,01,7,0
040617,01,8,0
040617,01,9,0
040617,01,10,0
040617,01,11,0
040617,01,12,0
040617,01,13,0
040617,01,14,0
040617,01,15,0
040617,01,16,0
040617,01,17,0
040617,01,18,0
040617,01,19,0
040617,02,1,0
040617,02,2,0
040617,02,3,0
040617,02,4,0
040617,02,5,0
040617,02,6,0
040617,02,7,0
040617,02,8,0
040617,02,9,0
040617,02,10,0
040617,02,11,0
040617,02,12,0
040617,02,13,0
040617,02,14,0
040617,02,15,0
040617,02,16,0
040617,02,17,0
040617,02,18,0
040617,02,19,0
040617,03,1,0
040617,03,2,0
040617,03,3,0
040617,03,4,0
040617,03,5,0
040617,03,6,0
040617,03,7,0
040617,03,8,0
040617,03,9,0
040617,03,10,0
040617,03,11,0
040617,03,12,0
040617,03,13,0
040617,03,14,0
040617,03,15,0
040617,03,16,0
040617,03,17,0
040617,03,18,0
040617,03,19,0
040617,04,1,0
040617,04,2,0
040617,04,3,0
040617,04,4,0
040617,04,5,0
040617,04,6,0
040617,04,7,0
040617,04,8,0
040617,04,9,0
040617,04,10,0
040617,04,11,0
040617,04,12,0
040617,04,13,0
040617,04,14,0
040617,04,15,0
040617,04,16,0
040617,04,17,0
040617,04,18,0
040617,04,19,0
040617,05,1,0
040617,05,2,1
040617,05,3,16
040617,05,4,3
040617,05,5,6
040617,05,6,2
040617,05,7,0
040617,05,8,8
040617,05,9,4
040617,05,10,0
040617,05,11,3
040617,05,12,4
040617,05,13,2
040617,05,14,1
040617,05,15,5
040617,05,16,3
040617,05,17,0
040617,05,18,1
040617,05,19,6
040617,06,1,0
040617,06,2,0
040617,06,3,0
040617,06,4,0
040617,06,5,0
040617,06,6,0
040617,06,7,0
040617,06,8,0
040617,06,9,0
040617,06,10,0
040617,06,11,0
